"sample_id","measurement_replicate","chl_a_per_cm2","chl_c2_per_cm2","chl_tot_per_cm2","t","site","depth","spec","size","replicate"
"3TSAL056P","m1",0.517814512925945,0.128946616919987,0.646761129845932,"3","Temae","5 m","A. hya","Adult",56
"3TSAL056P","m2",0.515461156868917,0.129694008213689,0.645155165082606,"3","Temae","5 m","A. hya","Adult",56
"3TSAL082P","m1",1.55292648440543,0.23484855819556,1.78777504260099,"3","Temae","5 m","A. hya","Adult",82
"3TSAL082P","m2",1.55292648440543,0.23484855819556,1.78777504260099,"3","Temae","5 m","A. hya","Adult",82
"3TSAL053P","m1",1.02564607019081,0.178963666012004,1.20460973620281,"3","Temae","5 m","A. hya","Adult",53
"3TSAL053P","m2",1.02196352169209,0.170956938692284,1.19292046038438,"3","Temae","5 m","A. hya","Adult",53
"3TSAL081P","m1",1.03140008194021,0.184757879029402,1.21615796096961,"3","Temae","5 m","A. hya","Adult",81
"3TSAL081P","m2",1.03140008194021,0.184757879029402,1.21615796096961,"3","Temae","5 m","A. hya","Adult",81
"3TSAL083P","m1",0.910607766035343,0.108565954397469,1.01917372043281,"3","Temae","5 m","A. hya","Adult",83
"3TSAL083P","m2",0.905634382769089,0.110145427823234,1.01577981059232,"3","Temae","5 m","A. hya","Adult",83
"3TSAL084P","m1",0.798140430181387,0.168993017552925,0.967133447734312,"3","Temae","5 m","A. hya","Adult",84
"3TSAL084P","m2",0.798140430181387,0.168993017552925,0.967133447734312,"3","Temae","5 m","A. hya","Adult",84
"3ESAL009P","m1",0.784783579216823,0.211046899449958,0.995830478666782,"3","E2B","5 m","A. hya","Adult",9
"3ESAL009P","m2",0.780435273533802,0.212427857422782,0.992863130956583,"3","E2B","5 m","A. hya","Adult",9
"3ESAL091P","m1",0.0219872668859841,0.00613087721288422,0.0281181440988684,"3","E2B","5 m","A. hya","Adult",91
"3ESAL091P","m2",0.0219872668859841,0.00613087721288422,0.0281181440988684,"3","E2B","5 m","A. hya","Adult",91
"3ESAL022P","m1",0.0245684235285563,0.00685060079312228,0.0314190243216785,"3","E2B","5 m","A. hya","Adult",22
"3ESAL022P","m2",0.0245684235285563,0.00685060079312228,0.0314190243216785,"3","E2B","5 m","A. hya","Adult",22
"3TSAL043P","m1",0.760584194015477,0.105909790788787,0.866493984804264,"3","Temae","5 m","A. hya","Adult",43
"3TSAL043P","m2",0.753009268111492,0.108315475918399,0.861324744029891,"3","Temae","5 m","A. hya","Adult",43
"3TSAL067P","m1",0.605570588023573,0.158959557445958,0.764530145469531,"3","Temae","5 m","A. hya","Adult",67
"3TSAL067P","m2",0.602959973678304,0.153283467312499,0.756243440990803,"3","Temae","5 m","A. hya","Adult",67
"3ESAL012P","m1",0.374327574107238,0.0892957421478557,0.463623316255094,"3","E2B","5 m","A. hya","Adult",12
"3ESAL012P","m2",0.36800619213802,0.0913033201485786,0.459309512286598,"3","E2B","5 m","A. hya","Adult",12
"3ESAL083P","m1",1.68602691945954,0.329193201307574,2.01522012076711,"3","E2B","5 m","A. hya","Adult",83
"3ESAL083P","m2",1.66901328251154,0.314009564013295,1.98302284652483,"3","E2B","5 m","A. hya","Adult",83
"3ESAL073P","m1",1.30516488810978,0.209283585762863,1.51444847387264,"3","E2B","5 m","A. hya","Adult",73
"3ESAL073P","m2",1.29927197212606,0.211155089264253,1.51042706139032,"3","E2B","5 m","A. hya","Adult",73
"3ESAL074P","m1",0.8189642353677,0.129561852135679,0.948526087503379,"3","E2B","5 m","A. hya","Adult",74
"3ESAL074P","m2",0.8189642353677,0.129561852135679,0.948526087503379,"3","E2B","5 m","A. hya","Adult",74
"3ESAL081P","m1",1.270620581304,0.282894736842105,1.55351531814611,"3","E2B","5 m","A. hya","Adult",81
"3ESAL081P","m2",1.270620581304,0.282894736842105,1.55351531814611,"3","E2B","5 m","A. hya","Adult",81
"3ESAL001P","m1",0.505277605523638,0.0757807527893518,0.581058358312989,"3","E2B","5 m","A. hya","Adult",1
"3ESAL001P","m2",0.505033102187354,0.0861301205704746,0.591163222757829,"3","E2B","5 m","A. hya","Adult",1
"3ESAL071P","m1",0.986504175309319,0.116441062424555,1.10294523773387,"3","E2B","5 m","A. hya","Adult",71
"3ESAL071P","m2",0.983817562048024,0.117294291308064,1.10111185335609,"3","E2B","5 m","A. hya","Adult",71
"3ESAL072P","m1",0.611482800701741,0.0842234283777731,0.695706229079514,"3","E2B","5 m","A. hya","Adult",72
"3ESAL072P","m2",0.615621101212653,0.093221067857475,0.708842169070128,"3","E2B","5 m","A. hya","Adult",72
"3TSAL078P","m1",0.282376832216302,0.0415499020450249,0.323926734261327,"3","Temae","5 m","A. hya","Adult",78
"3TSAL078P","m2",0.279095216818468,0.04259209486166,0.321687311680128,"3","Temae","5 m","A. hya","Adult",78
"3ESAL089P","m1",0.0420842733429135,0.00665781992011408,0.0487420932630276,"3","E2B","5 m","A. hya","Adult",89
"3ESAL089P","m2",0.0420842733429135,0.00665781992011408,0.0487420932630276,"3","E2B","5 m","A. hya","Adult",89
"3ESAL093P","m1",0.21452229985767,0.036284456100715,0.250806755958385,"3","E2B","5 m","A. hya","Adult",93
"3ESAL093P","m2",0.214246142741432,0.0479736690364787,0.262219811777911,"3","E2B","5 m","A. hya","Adult",93
"3ESAL075P","m1",0.867219214604099,0.113268858381873,0.980488072985972,"3","E2B","5 m","A. hya","Adult",75
"3ESAL075P","m2",0.867219214604099,0.113268858381873,0.980488072985972,"3","E2B","5 m","A. hya","Adult",75
"3TSAL052P","m1",0.0498597813112477,0.0139027828545338,0.0637625641657814,"3","Temae","5 m","A. hya","Adult",52
"3TSAL052P","m2",0.0498597813112477,0.0139027828545338,0.0637625641657814,"3","Temae","5 m","A. hya","Adult",52
"3TSAL050P","m1",0.459632766310384,0.0575487155183627,0.517181481828747,"3","Temae","5 m","A. hya","Adult",50
"3TSAL050P","m2",0.450780343611748,0.0496484660982925,0.50042880971004,"3","Temae","5 m","A. hya","Adult",50
"3TSAL009P","m1",1.01952608356887,0.115348869307794,1.13487495287667,"3","Temae","5 m","A. hya","Adult",9
"3TSAL009P","m2",1.02596345272169,0.113304455482359,1.13926790820405,"3","Temae","5 m","A. hya","Adult",9
"3TSAL080P","m1",0.678619797457097,0.0634692827896928,0.742089080246789,"3","Temae","5 m","A. hya","Adult",80
"3TSAL080P","m2",0.678250857030345,0.0790858392908079,0.757336696321153,"3","Temae","5 m","A. hya","Adult",80
"3TSAL040P","m1",0.140068960854574,-0.0224359625840474,0.117632998270526,"3","Temae","5 m","A. hya","Adult",40
"3TSAL040P","m2",0.13954414301635,-0.000221407525500467,0.13932273549085,"3","Temae","5 m","A. hya","Adult",40
"3ESAL013P","m1",0.497328325605169,0.0465136328993622,0.543841958504532,"3","E2B","5 m","A. hya","Adult",13
"3ESAL013P","m2",0.492499526113437,0.0480471886434556,0.540546714756893,"3","E2B","5 m","A. hya","Adult",13
"3ESAL082P","m1",0.908243691196422,0.0851793647007567,0.993423055897179,"3","E2B","5 m","A. hya","Adult",82
"3ESAL082P","m2",0.903406909041274,0.0746630617017053,0.97806997074298,"3","E2B","5 m","A. hya","Adult",82
"3ESAL030P","m1",0.0308533404474787,-4.89534108292838e-05,0.0308043870366494,"3","E2B","5 m","A. hya","Adult",30
"3ESAL030P","m2",0.0288970171035973,-0.00430246088510706,0.0245945562184902,"3","E2B","5 m","A. hya","Adult",30
"3TSAL079P","m1",0.819360650241863,0.112597120069321,0.931957770311184,"3","Temae","5 m","A. hya","Adult",79
"3TSAL079P","m2",0.819360650241863,0.112597120069321,0.931957770311184,"3","Temae","5 m","A. hya","Adult",79
"3TSAL085P","m1",0.604747965483026,0.0511624325871292,0.655910398070155,"3","Temae","5 m","A. hya","Adult",85
"3TSAL085P","m2",0.605023657634712,0.0394929007290394,0.644516558363751,"3","Temae","5 m","A. hya","Adult",85
"3TSAL060P","m1",0.44320128367082,0.0369389477643949,0.480140231435215,"3","Temae","5 m","A. hya","Adult",60
"3TSAL060P","m2",0.44320128367082,0.0369389477643949,0.480140231435215,"3","Temae","5 m","A. hya","Adult",60
"3ESAL092P","m1",0.387319955027645,0.0252822982064581,0.412602253234103,"3","E2B","5 m","A. hya","Adult",92
"3ESAL092P","m2",0.387319955027645,0.0252822982064581,0.412602253234103,"3","E2B","5 m","A. hya","Adult",92
"3ESAL025P","m1",0.0804484310120866,0.0030769714878895,0.0835254024999761,"3","E2B","5 m","A. hya","Adult",25
"3ESAL025P","m2",0.0804484310120866,0.0030769714878895,0.0835254024999761,"3","E2B","5 m","A. hya","Adult",25
"3TSAL039P","m1",0.484214787000443,0.0336407428605341,0.517855529860977,"3","Temae","5 m","A. hya","Adult",39
"3TSAL039P","m2",0.483917369188166,0.0462298811958272,0.530147250383993,"3","Temae","5 m","A. hya","Adult",39
"3TSAL077P","m1",0.589178874350995,0.0659636336529652,0.65514250800396,"3","Temae","5 m","A. hya","Adult",77
"3TSAL077P","m2",0.587540752398555,0.062401970909292,0.649942723307847,"3","Temae","5 m","A. hya","Adult",77
"3ESAL097P","m1",0.547540308502349,0.0567638599377416,0.60430416844009,"3","E2B","5 m","A. hya","Adult",97
"3ESAL097P","m2",0.547540308502349,0.0567638599377416,0.60430416844009,"3","E2B","5 m","A. hya","Adult",97
"3TSAL044P","m1",1.73073099178154,0.223828598208542,1.95455958999008,"3","Temae","5 m","A. hya","Adult",44
"3TSAL044P","m2",1.72616403971613,0.225278995058712,1.95144303477484,"3","Temae","5 m","A. hya","Adult",44
